matrix	part	sseqid	swissprot_desc	count
Dunn2008	Tribe696	O14602.4	RecName: Full=Eukaryotic translation initiation factor 1A, Y-chromosomal; Short=eIF-1A Y isoform; AltName: Full=Eukaryotic translation initiation factor 4C; Short=eIF-4C	33
Dunn2008	Tribe700	O60869.1	RecName: Full=Endothelial differentiation-related factor 1; Short=EDF-1; AltName: Full=Multiprotein-bridging factor 1; Short=MBF1	35
Dunn2008	Tribe703	P34067.2	RecName: Full=Proteasome subunit beta type-4; AltName: Full=Macropain beta chain; AltName: Full=Multicatalytic endopeptidase complex beta chain; AltName: Full=Proteasome beta chain; AltName: Full=Proteasome chain 3; Short=RN3; Flags: Precursor	22
Dunn2008	Tribe716	Q94516.2	RecName: Full=ATP synthase subunit b, mitochondrial; Short=ATPase subunit b; AltName: Full=FO-ATP synthase subunit b; Flags: Precursor	10
Dunn2008	Tribe717	Q9W6X3.1	RecName: Full=10 kDa heat shock protein, mitochondrial; Short=Hsp10; AltName: Full=10 kDa chaperonin; AltName: Full=Chaperonin 10; Short=CPN10	30
Dunn2008	Tribe726	O94581.2	RecName: Full=Cytochrome c oxidase subunit 6B; AltName: Full=Cytochrome c oxidase polypeptide VIb	26
Dunn2008	Tribe739	P10606.2	RecName: Full=Cytochrome c oxidase subunit 5B, mitochondrial; AltName: Full=Cytochrome c oxidase polypeptide Vb; Flags: Precursor	6
Dunn2008	Tribe740	P46967.1	RecName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit dad1; Short=Oligosaccharyl transferase subunit dad1; AltName: Full=Defender against cell death 1; Short=DAD-1	32
Dunn2008	Tribe742	P51807.1	RecName: Full=Dynein light chain Tctex-type 1; AltName: Full=Activator of G-protein signaling 2; Short=AGS2; AltName: Full=T-complex testis-specific protein 1; AltName: Full=TCTEX-1	22
Dunn2008	Tribe756	P55262.2	RecName: Full=Adenosine kinase; Short=AK; AltName: Full=Adenosine 5'-phosphotransferase	12
Dunn2008	Tribe764	P51571.1	RecName: Full=Translocon-associated protein subunit delta; Short=TRAP-delta; AltName: Full=Signal sequence receptor subunit delta; Short=SSR-delta; Flags: Precursor	6
Dunn2008	Tribe765	A8XDT0.1	RecName: Full=Probable small nuclear ribonucleoprotein E; Short=snRNP-E; AltName: Full=Sm protein E; Short=Sm-E; Short=SmE	23
Dunn2008	Tribe766	P54727.1	RecName: Full=UV excision repair protein RAD23 homolog B; Short=HR23B; Short=hHR23B; AltName: Full=XP-C repair-complementing complex 58 kDa protein; Short=p58	20
Dunn2008	Tribe768	P0ACD6.1	RecName: Full=Iron-sulfur cluster assembly scaffold protein IscU; AltName: Full=Sulfur acceptor protein IscU	26
Dunn2008	Tribe782	Q9W141.1	RecName: Full=Putative ATP synthase subunit f, mitochondrial	8
Dunn2008	Tribe783	A8MWD9.2	PUTATIVE PSEUDOGENE: RecName: Full=Putative small nuclear ribonucleoprotein G-like protein 15	27
Dunn2008	Tribe793	A1Z623.2	RecName: Full=Selenoprotein F; AltName: Full=15 kDa selenoprotein; Flags: Precursor	16
Dunn2008	Tribe801	A1WXW6.1	RecName: Full=NADH-quinone oxidoreductase subunit B; AltName: Full=NADH dehydrogenase I subunit B; AltName: Full=NDH-1 subunit B	28
Dunn2008	Tribe805	A1DPK7.1	RecName: Full=Actin-related protein 2/3 complex subunit 3-A	28
Dunn2008	Tribe831	A6QLP7.1	RecName: Full=Translocon-associated protein subunit alpha; Short=TRAP-alpha; AltName: Full=Signal sequence receptor subunit alpha; Short=SSR-alpha; Flags: Precursor	23
Dunn2008	Tribe832	P04961.1	RecName: Full=Proliferating cell nuclear antigen; Short=PCNA; AltName: Full=Cyclin	33
Dunn2008	Tribe833	Q9XYN7.1	RecName: Full=Proteasome subunit beta type-3; AltName: Full=20S proteasome subunit beta-3	27
Dunn2008	Tribe850	P09417.2	RecName: Full=Dihydropteridine reductase; AltName: Full=HDHPR; AltName: Full=Quinoid dihydropteridine reductase; AltName: Full=Short chain dehydrogenase/reductase family 33C member 1	25
Dunn2008	Tribe852	P0CB95.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; AltName: Full=Complex I-18 kDa; Short=CI-18 kDa; AltName: Full=NADH-ubiquinone oxidoreductase 18 kDa subunit; Flags: Precursor	28
Dunn2008	Tribe858	Q94519.1	RecName: Full=Acyl carrier protein, mitochondrial; Short=ACP; AltName: Full=NADH-ubiquinone oxidoreductase 9.6 kDa subunit; AltName: Full=NADH-ubiquinone oxidoreductase acyl-carrier subunit; Flags: Precursor	19
Dunn2008	Tribe861	P61165.1	RecName: Full=Transmembrane protein 258	22
Dunn2008	Tribe868	P40307.1	RecName: Full=Proteasome subunit beta type-2; AltName: Full=Macropain subunit C7-I; AltName: Full=Multicatalytic endopeptidase complex subunit C7-I; AltName: Full=Proteasome component C7-I	21
Dunn2008	Tribe893	O14036.1	RecName: Full=Small nuclear ribonucleoprotein Sm D2; Short=Sm-D2; AltName: Full=Complexed with cdc5 protein 9; AltName: Full=snRNP core protein D2	25
Dunn2008	Tribe895	Q28C65.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit K; Short=eIF3k; AltName: Full=Eukaryotic translation initiation factor 3 subunit 12; AltName: Full=eIF-3 p25	17
Dunn2008	Tribe896	O75489.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; AltName: Full=Complex I-30kD; Short=CI-30kD; AltName: Full=NADH-ubiquinone oxidoreductase 30 kDa subunit; Flags: Precursor	29
Dunn2008	Tribe905	O75964.3	RecName: Full=ATP synthase subunit g, mitochondrial; Short=ATPase subunit g; AltName: Full=ATP synthase membrane subunit g	20
Dunn2008	Tribe906	Q15388.1	RecName: Full=Mitochondrial import receptor subunit TOM20 homolog; AltName: Full=Mitochondrial 20 kDa outer membrane protein; AltName: Full=Outer mitochondrial membrane receptor Tom20	17
Dunn2008	Tribe916	Q94G00.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase Pin1; Short=PPIase Pin1; AltName: Full=MdPin1; AltName: Full=Rotamase Pin1	23
Dunn2008	Tribe927	P48427.3	RecName: Full=Tubulin-specific chaperone A; AltName: Full=TCP1-chaperonin cofactor A; AltName: Full=Tubulin-folding cofactor A; Short=CFA	17
Dunn2008	Tribe930	Q15369.1	RecName: Full=Elongin-C; Short=EloC; AltName: Full=Elongin 15 kDa subunit; AltName: Full=RNA polymerase II transcription factor SIII subunit C; AltName: Full=SIII p15; AltName: Full=Transcription elongation factor B polypeptide 1	21
Dunn2008	Tribe942	P04394.3	RecName: Full=NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial; AltName: Full=NADH dehydrogenase subunit II; AltName: Full=NADH-ubiquinone oxidoreductase 24 kDa subunit; Flags: Precursor	28
Dunn2008	Tribe961	P12805.1	RecName: Full=Protein BUD31 homolog; AltName: Full=Protein G10	29
Dunn2008	Tribe965	O97725.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; AltName: Full=Complex I-B17.2; Short=CI-B17.2; Short=CIB17.2; AltName: Full=NADH-ubiquinone oxidoreductase subunit B17.2	17
Hejnol2009	Tribe1016_0	O94581.2	RecName: Full=Cytochrome c oxidase subunit 6B; AltName: Full=Cytochrome c oxidase polypeptide VIb	38
Hejnol2009	Tribe1019_0	O75251.3	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial; AltName: Full=Complex I-20kD; Short=CI-20kD; AltName: Full=NADH-ubiquinone oxidoreductase 20 kDa subunit; AltName: Full=PSST subunit; Flags: Precursor	44
Hejnol2009	Tribe1022_0	P43307.3	RecName: Full=Translocon-associated protein subunit alpha; Short=TRAP-alpha; AltName: Full=Signal sequence receptor subunit alpha; Short=SSR-alpha; Flags: Precursor	21
Hejnol2009	Tribe1028_0	A7RWP6.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit E; Short=eIF3e; AltName: Full=Eukaryotic translation initiation factor 3 subunit 6	28
Hejnol2009	Tribe1038_0	O73817.1	RecName: Full=Proteasome subunit beta type-3; AltName: Full=Proteasome chain 13; AltName: Full=Proteasome component C10-II; AltName: Full=Proteasome theta chain	33
Hejnol2009	Tribe1039_0	P10606.2	RecName: Full=Cytochrome c oxidase subunit 5B, mitochondrial; AltName: Full=Cytochrome c oxidase polypeptide Vb; Flags: Precursor	8
Hejnol2009	Tribe1043_0	A1DPK7.1	RecName: Full=Actin-related protein 2/3 complex subunit 3-A	39
Hejnol2009	Tribe1060_0	Q9W141.1	RecName: Full=Putative ATP synthase subunit f, mitochondrial	5
Hejnol2009	Tribe1063_0	O75489.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; AltName: Full=Complex I-30kD; Short=CI-30kD; AltName: Full=NADH-ubiquinone oxidoreductase 30 kDa subunit; Flags: Precursor	43
Hejnol2009	Tribe1067_0	Q08288.2	RecName: Full=Cell growth-regulating nucleolar protein; AltName: Full=Ly1 antibody-reactive protein; AltName: Full=Protein expressed in male leptotene and zygotene spermatocytes 264; Short=MLZ-264	9
Hejnol2009	Tribe1069_0	Q15070.3	RecName: Full=Mitochondrial inner membrane protein OXA1L; AltName: Full=Hsa; AltName: Full=OXA1Hs; AltName: Full=Oxidase assembly 1-like protein; Short=OXA1-like protein; Flags: Precursor	2
Hejnol2009	Tribe1133_0	O14036.1	RecName: Full=Small nuclear ribonucleoprotein Sm D2; Short=Sm-D2; AltName: Full=Complexed with cdc5 protein 9; AltName: Full=snRNP core protein D2	40
Hejnol2009	Tribe1134_0	P54921.2	RecName: Full=Alpha-soluble NSF attachment protein; Short=SNAP-alpha; AltName: Full=N-ethylmaleimide-sensitive factor attachment protein alpha	23
Hejnol2009	Tribe1159_0	P48427.3	RecName: Full=Tubulin-specific chaperone A; AltName: Full=TCP1-chaperonin cofactor A; AltName: Full=Tubulin-folding cofactor A; Short=CFA	28
Hejnol2009	Tribe1160_0	A8MWD9.2	PUTATIVE PSEUDOGENE: RecName: Full=Putative small nuclear ribonucleoprotein G-like protein 15	39
Hejnol2009	Tribe1169_0	Q0P5E2.1	RecName: Full=GPN-loop GTPase 3; AltName: Full=ATP-binding domain 1 family member C	21
Hejnol2009	Tribe1170_0	P05198.3	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha	31
Hejnol2009	Tribe1172_0	Q3SYZ4.1	RecName: Full=Aspartate--tRNA ligase, cytoplasmic; AltName: Full=Aspartyl-tRNA synthetase; Short=AspRS	17
Hejnol2009	Tribe1182_0	D0VWV4.2	RecName: Full=Succinate dehydrogenase cytochrome b560 subunit, mitochondrial; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome B large subunit; Short=CYBL; Flags: Precursor	1
Hejnol2009	Tribe1183_0	Q6B6N4.1	RecName: Full=Proliferating cell nuclear antigen; Short=PCNA	41
Hejnol2009	Tribe1185_0	P61165.1	RecName: Full=Transmembrane protein 258	35
Hejnol2009	Tribe1194_0	Q15388.1	RecName: Full=Mitochondrial import receptor subunit TOM20 homolog; AltName: Full=Mitochondrial 20 kDa outer membrane protein; AltName: Full=Outer mitochondrial membrane receptor Tom20	25
Hejnol2009	Tribe1195_0	Q28C65.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit K; Short=eIF3k; AltName: Full=Eukaryotic translation initiation factor 3 subunit 12; AltName: Full=eIF-3 p25	13
Hejnol2009	Tribe1204_0	Q06AA3.1	RecName: Full=Regucalcin; Short=RC; AltName: Full=Gluconolactonase; Short=GNL; AltName: Full=Senescence marker protein 30; Short=SMP-30	5
Hejnol2009	Tribe1212_0	Q9H3K2.2	RecName: Full=Growth hormone-inducible transmembrane protein; AltName: Full=Dermal papilla-derived protein 2; AltName: Full=Mitochondrial morphology and cristae structure 1; Short=MICS1; AltName: Full=Transmembrane BAX inhibitor motif-containing protein 5; Flags: Precursor	23
Hejnol2009	Tribe1214_0	A5A6I3.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit F; Short=eIF3f; AltName: Full=Deubiquitinating enzyme eIF3f; AltName: Full=Eukaryotic translation initiation factor 3 subunit 5; AltName: Full=eIF-3-epsilon; AltName: Full=eIF3 p47	22
Hejnol2009	Tribe1215_0	O75964.3	RecName: Full=ATP synthase subunit g, mitochondrial; Short=ATPase subunit g; AltName: Full=ATP synthase membrane subunit g	25
Hejnol2009	Tribe1219_0	P50408.1	RecName: Full=V-type proton ATPase subunit F; Short=V-ATPase subunit F; AltName: Full=V-ATPase 14 kDa subunit; AltName: Full=Vacuolar proton pump subunit F	40
Hejnol2009	Tribe1220_0	P83876.1	RecName: Full=Thioredoxin-like protein 4A; AltName: Full=DIM1 protein homolog; AltName: Full=Spliceosomal U5 snRNP-specific 15 kDa protein; AltName: Full=Thioredoxin-like U5 snRNP protein U5-15kD	28
Hejnol2009	Tribe1222_1	Q94519.1	RecName: Full=Acyl carrier protein, mitochondrial; Short=ACP; AltName: Full=NADH-ubiquinone oxidoreductase 9.6 kDa subunit; AltName: Full=NADH-ubiquinone oxidoreductase acyl-carrier subunit; Flags: Precursor	25
Hejnol2009	Tribe1224_1	Q3T0H0.1	RecName: Full=Leucine carboxyl methyltransferase 1; AltName: Full=[Phosphatase 2A protein]-leucine-carboxy methyltransferase 1	2
Hejnol2009	Tribe1245_0	Q02366.2	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6; AltName: Full=Complex I-B14; Short=CI-B14; AltName: Full=NADH-ubiquinone oxidoreductase B14 subunit	26
Hejnol2009	Tribe1246_0	Q0MQ86.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; AltName: Full=Complex I-B17.2; Short=CI-B17.2; Short=CIB17.2; AltName: Full=NADH-ubiquinone oxidoreductase subunit B17.2	21
Hejnol2009	Tribe1263_0	P38117.3	RecName: Full=Electron transfer flavoprotein subunit beta; Short=Beta-ETF	33
Hejnol2009	Tribe1265_0	P0CB95.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; AltName: Full=Complex I-18 kDa; Short=CI-18 kDa; AltName: Full=NADH-ubiquinone oxidoreductase 18 kDa subunit; Flags: Precursor	37
Hejnol2009	Tribe1272_0	Q6AZ50.1	RecName: Full=Ubiquitin-like-conjugating enzyme ATG3; AltName: Full=Autophagy-related protein 3; Short=APG3-like; AltName: Full=Preconditioning-inducible gene 1 protein	41
Hejnol2009	Tribe1273_0	B2RZ78.2	RecName: Full=Vacuolar protein sorting-associated protein 29; AltName: Full=Vesicle protein sorting 29	37
Hejnol2009	Tribe1286_0	A5GZW8.2	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial; Short=CybS; AltName: Full=CII-4; AltName: Full=QPs3; AltName: Full=Succinate dehydrogenase complex subunit D; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit; Flags: Precursor	2
Hejnol2009	Tribe1291_0	Q94G00.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase Pin1; Short=PPIase Pin1; AltName: Full=MdPin1; AltName: Full=Rotamase Pin1	27
Hejnol2009	Tribe1300_0	Q2KIG1.1	RecName: Full=Histone chaperone ASF1A; AltName: Full=Anti-silencing function protein 1 homolog A	30
Hejnol2009	Tribe1307_0	Q5RK09.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit G; Short=eIF3g; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit; Short=eIF-3 RNA-binding subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4; AltName: Full=eIF-3-delta; AltName: Full=eIF3 p42; AltName: Full=eIF3 p44	17
Hejnol2009	Tribe1313_0	P20042.2	RecName: Full=Eukaryotic translation initiation factor 2 subunit 2; AltName: Full=Eukaryotic translation initiation factor 2 subunit beta; Short=eIF-2-beta	39
Hejnol2009	Tribe1315_0	P38687.1	RecName: Full=Signal recognition particle subunit SRP68; AltName: Full=Signal recognition particle 68 kDa protein homolog	1
Hejnol2009	Tribe1318_1	P06625.2	RecName: Full=Signal recognition particle receptor subunit alpha; Short=SR-alpha; AltName: Full=Docking protein alpha; Short=DP-alpha	19
Hejnol2009	Tribe1340_0	Q9IA79.1	RecName: Full=Probable Bax inhibitor 1; Short=BI-1; AltName: Full=Testis-enhanced gene transcript protein homolog; AltName: Full=Transmembrane BAX inhibitor motif-containing protein 6	17
Hejnol2009	Tribe1341_0	Q8NHE4.1	RecName: Full=V-type proton ATPase subunit e 2; Short=V-ATPase subunit e 2; AltName: Full=Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2; AltName: Full=Vacuolar proton pump subunit e 2	20
Hejnol2009	Tribe1344_0	P0CB79.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2; AltName: Full=Complex I-B8; Short=CI-B8; AltName: Full=NADH-ubiquinone oxidoreductase B8 subunit	34
Hejnol2009	Tribe1348_0	Q7T339.1	RecName: Full=Charged multivesicular body protein 5; AltName: Full=Chromatin-modifying protein 5	32
Hejnol2009	Tribe1350_0	Q24407.1	RecName: Full=ATP synthase-coupling factor 6, mitochondrial; Short=ATPase subunit F6; Flags: Precursor	13
Hejnol2009	Tribe1351_0	A8WSV7.1	RecName: Full=Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2; Short=RNA polymerases I, II, and III subunit ABC2; AltName: Full=RPB6 homolog	28
Hejnol2009	Tribe1366_0	P28331.3	RecName: Full=NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial; AltName: Full=Complex I-75kD; Short=CI-75kD; Flags: Precursor	21
Hejnol2009	Tribe1379_0	Q9IB83.1	RecName: Full=Proteasome subunit beta type-1-B; AltName: Full=20S proteasome beta-6 subunit B; Short=B6-B	36
Hejnol2009	Tribe1382_0	F4JUL9.1	RecName: Full=Actin-related protein 2/3 complex subunit 4; AltName: Full=Actin-related protein C4; AltName: Full=Arp2/3 complex 20 kDa subunit; Short=p20-ARC	39
Hejnol2009	Tribe1388_0	F8RT80.1	RecName: Full=Protein Asterix; AltName: Full=Protein WDR83OS homolog	30
Hejnol2009	Tribe1390_0	Q3SZ45.1	RecName: Full=Stromal cell-derived factor 2; Short=SDF-2; Flags: Precursor	35
Hejnol2009	Tribe1392_0	O00311.1	RecName: Full=Cell division cycle 7-related protein kinase; Short=CDC7-related kinase; Short=HsCdc7; Short=huCdc7	20
Hejnol2009	Tribe1393_0	P0CB99.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; AltName: Full=Complex I subunit B13; AltName: Full=Complex I-13kD-B; Short=CI-13kD-B; AltName: Full=NADH-ubiquinone oxidoreductase 13 kDa-B subunit	28
Hejnol2009	Tribe1397_0	A7MB16.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit B; Short=eIF3b; AltName: Full=Eukaryotic translation initiation factor 3 subunit 9; AltName: Full=eIF-3-eta	14
Hejnol2009	Tribe1398_0	Q4I8X0.1	RecName: Full=tRNA (guanine(9)-N1)-methyltransferase; AltName: Full=tRNA methyltransferase 10; AltName: Full=tRNA(m1G9)-methyltransferase; Short=tRNA(m1G9)MTase	8
Hejnol2009	Tribe1404_0	Q5R5W5.1	RecName: Full=Vacuolar protein sorting-associated protein VTA1 homolog	18
Hejnol2009	Tribe1413_0	Q5I0G4.1	RecName: Full=Glycine--tRNA ligase; AltName: Full=Diadenosine tetraphosphate synthetase; Short=AP-4-A synthetase; AltName: Full=Glycyl-tRNA synthetase; Short=GlyRS	19
Hejnol2009	Tribe1429_0	P15549.1	RecName: Full=NADH-ubiquinone oxidoreductase chain 2; AltName: Full=NADH dehydrogenase subunit 2	1
Hejnol2009	Tribe1430_0	P42029.2	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8; AltName: Full=Complex I-19kD; Short=CI-19kD; AltName: Full=Complex I-PGIV; Short=CI-PGIV; AltName: Full=NADH-ubiquinone oxidoreductase 19 kDa subunit	21
Hejnol2009	Tribe1433_0	Q8AWB6.1	RecName: Full=Solute carrier family 35 member B1; AltName: Full=Endoplasmic reticulum nucleotide sugar transporter 1	17
Hejnol2009	Tribe1437_0	O15372.1	RecName: Full=Eukaryotic translation initiation factor 3 subunit H; Short=eIF3h; AltName: Full=Eukaryotic translation initiation factor 3 subunit 3; AltName: Full=eIF-3-gamma; AltName: Full=eIF3 p40 subunit	12
Hejnol2009	Tribe1439_0	Q02369.2	RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9; AltName: Full=Complex I-B22; Short=CI-B22; AltName: Full=NADH-ubiquinone oxidoreductase B22 subunit	18
Hejnol2009	Tribe1448_0	A0JNA3.2	RecName: Full=Inosine-5'-monophosphate dehydrogenase 1; Short=IMP dehydrogenase 1; Short=IMPD 1; Short=IMPDH 1	20
Hejnol2009	Tribe1461_0	Q9BWJ5.1	RecName: Full=Splicing factor 3B subunit 5; Short=SF3b5; AltName: Full=Pre-mRNA-splicing factor SF3b 10 kDa subunit	34
Hejnol2009	Tribe1463_0	A4RSQ6.2	RecName: Full=Eukaryotic translation initiation factor 6; Short=eIF-6	39
Hejnol2009	Tribe1465_0	O97755.1	RecName: Full=V-type proton ATPase subunit D; Short=V-ATPase subunit D; AltName: Full=V-ATPase 28 kDa accessory protein; AltName: Full=Vacuolar proton pump subunit D	33
Hejnol2009	Tribe1468_0	Q9CQ69.3	RecName: Full=Cytochrome b-c1 complex subunit 8; AltName: Full=Complex III subunit 8; AltName: Full=Complex III subunit VIII; AltName: Full=Ubiquinol-cytochrome c reductase complex 9.5 kDa protein; AltName: Full=Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C	11
Hejnol2009	Tribe1471_0	P04394.3	RecName: Full=NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial; AltName: Full=NADH dehydrogenase subunit II; AltName: Full=NADH-ubiquinone oxidoreductase 24 kDa subunit; Flags: Precursor	36
Hejnol2009	Tribe1473_0	A2VE39.1	RecName: Full=Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1; AltName: Full=Cap methyltransferase 1; AltName: Full=Cap1 2'O-ribose methyltransferase 1; Short=MTr1; AltName: Full=FtsJ methyltransferase domain-containing protein 2	10
Hejnol2009	Tribe1477_0	Q95KV7.3	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13; AltName: Full=Cell death regulatory protein GRIM-19; AltName: Full=Complex I-B16.6; Short=CI-B16.6; AltName: Full=Gene associated with retinoic-interferon-induced mortality 19 protein; Short=GRIM-19; AltName: Full=NADH-ubiquinone oxidoreductase B16.6 subunit	4
Hejnol2009	Tribe1483_0	E2RQ08.1	RecName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; AltName: Full=Ribophorin I; Short=RPN-I; AltName: Full=Ribophorin-1; Flags: Precursor	18
Hejnol2009	Tribe1505_0	P26270.6	RecName: Full=26S proteasome non-ATPase regulatory subunit 7; AltName: Full=26S proteasome regulatory subunit RPN8; AltName: Full=26S proteasome regulatory subunit S12; AltName: Full=Proteasome subunit p39B; AltName: Full=Proteasome subunit p40; AltName: Full=Protein Mov34	33
Hejnol2009	Tribe1506_0	Q2TA24.1	RecName: Full=V-type proton ATPase 21 kDa proteolipid subunit; Short=V-ATPase 21 kDa proteolipid subunit; AltName: Full=Vacuolar proton pump 21 kDa proteolipid subunit	39
Hejnol2009	Tribe1514_0	Q9CX34.3	RecName: Full=Protein SGT1 homolog; AltName: Full=Suppressor of G2 allele of SKP1 homolog	10
Hejnol2009	Tribe1515_0	B0BN93.1	RecName: Full=26S proteasome non-ATPase regulatory subunit 13; AltName: Full=26S proteasome regulatory subunit RPN9; AltName: Full=26S proteasome regulatory subunit S11; AltName: Full=26S proteasome regulatory subunit p40.5	17
Hejnol2009	Tribe1519_0	A6QP01.2	RecName: Full=Thioredoxin reductase-like selenoprotein T; Short=SelT; Flags: Precursor	14
Hejnol2009	Tribe1520_0	A1L5A6.1	RecName: Full=Proteasomal ubiquitin receptor ADRM1; AltName: Full=Rpn13 homolog	25
Hejnol2009	Tribe1521_0	A5PJ65.2	RecName: Full=Protein RER1	31
Hejnol2009	Tribe1522_0	O14530.2	RecName: Full=Thioredoxin domain-containing protein 9; AltName: Full=ATP-binding protein associated with cell differentiation; AltName: Full=Protein 1-4	26
Hejnol2009	Tribe1523_0	P48556.2	RecName: Full=26S proteasome non-ATPase regulatory subunit 8; AltName: Full=26S proteasome regulatory subunit RPN12; AltName: Full=26S proteasome regulatory subunit S14; AltName: Full=p31	25
Hejnol2009	Tribe1526_0	P52434.4	RecName: Full=DNA-directed RNA polymerases I, II, and III subunit RPABC3; Short=RNA polymerases I, II, and III subunit ABC3; AltName: Full=DNA-directed RNA polymerase II subunit H; AltName: Full=DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide; AltName: Full=RPB17; AltName: Full=RPB8 homolog; Short=hRPB8	29
Hejnol2009	Tribe1531_0	P19387.2	RecName: Full=DNA-directed RNA polymerase II subunit RPB3; Short=RNA polymerase II subunit 3; Short=RNA polymerase II subunit B3; AltName: Full=DNA-directed RNA polymerase II 33 kDa polypeptide; Short=RPB33; AltName: Full=DNA-directed RNA polymerase II subunit C; AltName: Full=RPB31	32
Hejnol2009	Tribe1539_0	Q969T9.1	RecName: Full=WW domain-binding protein 2; Short=WBP-2	5
Hejnol2009	Tribe1540_0	Q6NTU3.1	RecName: Full=Mitochondrial import inner membrane translocase subunit tim16-A; AltName: Full=Presequence translocated-associated motor subunit pam16-A	19
Hejnol2009	Tribe1547_0	Q5E946.1	RecName: Full=Protein/nucleic acid deglycase DJ-1; AltName: Full=Maillard deglycase; AltName: Full=Parkinson disease protein 7 homolog; AltName: Full=Parkinsonism-associated deglycase; AltName: Full=Protein DJ-1; Short=DJ-1; Flags: Precursor	23
Hejnol2009	Tribe1549_0	Q15185.1	RecName: Full=Prostaglandin E synthase 3; AltName: Full=Cytosolic prostaglandin E2 synthase; Short=cPGES; AltName: Full=Hsp90 co-chaperone; AltName: Full=Progesterone receptor complex p23; AltName: Full=Telomerase-binding protein p23	2
Hejnol2009	Tribe1552_0	Q29S14.1	RecName: Full=Golgi apparatus membrane protein TVP23 homolog B	13
Hejnol2009	Tribe1555_0	Q6PBF7.1	RecName: Full=ER membrane protein complex subunit 4; AltName: Full=Transmembrane protein 85	31
Hejnol2009	Tribe1559_0	Q15370.1	RecName: Full=Elongin-B; Short=EloB; AltName: Full=Elongin 18 kDa subunit; AltName: Full=RNA polymerase II transcription factor SIII subunit B; AltName: Full=SIII p18; AltName: Full=Transcription elongation factor B polypeptide 2	23
Hejnol2009	Tribe1561_0	A1A4P5.1	RecName: Full=Prefoldin subunit 2	29
Hejnol2009	Tribe1563_0	Q7SXW4.1	RecName: Full=ER membrane protein complex subunit 3; AltName: Full=Protein pob; AltName: Full=Transmembrane protein 111	36
Hejnol2009	Tribe1564_0	O00217.1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial; AltName: Full=Complex I-23kD; Short=CI-23kD; AltName: Full=NADH-ubiquinone oxidoreductase 23 kDa subunit; AltName: Full=TYKY subunit; Flags: Precursor	36
Hejnol2009	Tribe1569_0	Q5XGA9.1	RecName: Full=N-alpha-acetyltransferase 50; AltName: Full=N-acetyltransferase NAT13; AltName: Full=N-epsilon-acetyltransferase 50; AltName: Full=NatE catalytic subunit	29
Hejnol2009	Tribe1571_0	Q5TYV0.1	RecName: Full=ER membrane protein complex subunit 7; Flags: Precursor	14
